course_id,Course_Title,Course_URL,Platform,Language,Description,Skill,Level,Price_Model,monthly_price,Programming Instructor,Last Update,offering_type,Duration_Hours,Review_Count,Avg_Rating,enrolled_students,Best_Category
cd13411,Embedded Systems Programming with C/C++,https://www.udacity.com/course/embedded-systems-programming-with-c-plus-plus--cd13411,Udacity,en-us,"This Embedded Systems Programming course introduces students to the fundamentals of programming microcontrollers using C/C++. Key topics include Embedded C/C++ basics, bit manipulation for hardware control, and managing interrupts for real-time responsiveness. The course also covers essential code optimization techniques to ensure efficient, reliable software performance on resource-constrained devices. Ideal for those looking to build a strong foundation in embedded systems development.","Memory management in c++, C++ polymorphism, Interrupt Handling, C++ Bitwise Operations, Object-oriented programming basics, Raii, Dynamic memory allocation, C++ data structures, Smart pointers, C++ code optimization",Beginner,Subscription,12700,"Ahmed Yamout, Esraa Khairy, Mahmoud Ali, José Cano",2024-10-03 17:41:38.489000+00:00,single course,8 hours,2,4.5,55,Embedded Systems
cd0362,Management of Relational and Non-relational Databases,https://www.udacity.com/course/management-of-relational-and-non-relational-databases--cd0362,Udacity,en-us,"Explore how to design and manage relational and non-relational databases, from normalization and SQL DDL/DML to indexing strategies and choosing between Postgres, MongoDB, and Redis for different scenarios.","Mongodb, SQL CRUD commands, Database normalization, Redis, Database indexing, Data manipulation language, Query plans, SQL query performance tuning, Rdbms performance and optimization, Foreign keys, Database fundamentals, Business rule enforcement in databases, Database schemas",Beginner,Subscription,12700,Ziad Saab,2026-02-08 15:09:57.123000+00:00,single course,23 hours,0,0,0,Database
cd14639,LangChain Agentic AI Fundamentals,https://www.udacity.com/course/langchain-agentic-ai-fundamentals--cd14639,Udacity,en-us,"This course provides a comprehensive overview of building intelligent agentic applications using LangChain. Participants will learn to create simple LangChain applications and explore structured outputs. The curriculum progresses through multi-step workflows, transitioning from LLM calls to developing agents, and covers essential agentic design patterns. Key concepts include extending agents with tools, managing functions, and understanding state management within LangGraph. Students will also implement short-term agent memory techniques and complete a hands-on project: building a report-generating agent.","Agentic Workflows, Implementing LLM Structured Outputs, AI Agents, Implementing State Management for AI Agents, Agent Tool Use, Implementing Agentic Workflows, LLM Structured Outputs, LangChain Expression Language, Implementing Agent Tool Use, Agent Memory Design, Basic LangChain, State Management for AI Agents, Implementing Agent Memory",Intermediate,Subscription,12700,"Henrique Santana, Gerald Parker",2026-03-31 13:11:08.766000+00:00,single course,9 hours,2,5,79,Other
cd0354,Monolith to Microservices at Scale,https://www.udacity.com/course/monolith-to-microservices-at-scale--cd0354,Udacity,en-us,"Microservices are becoming the default mode of developing and deploying applications at scale. Microservices architecture makes it easier to scale an application to a large system and is a great enabler for continuous integration and delivery. The microservices architecture allows independent scaling, independent releases and deployments, and independent development so that each service has its own codebase. In this course, we will cover the best practices on how to develop and deploy microservices. You will learn topics such as different microservice architecture patterns, independent scaling, resiliency, service replication, service registration, and discovery. By the end of this course, you should be able to design and build an application using a microservice architecture.","Microservices architecture design, Microservices debugging, CI/CD, Cloud observability, Docker, Amazon Elastic Kubernetes Service, Travis ci, Kubernetes",Intermediate,Subscription,12700,Justin Lee,2025-09-15 18:23:52.428000+00:00,single course,21 hours,0,0,0,Cloud Computing
nd771,Introduction to Python,https://www.udacity.com/course/introduction-to-python--nd771,Udacity,en-us,"In this Nanodegree, you will develop a strong foundation in Python programming, build professional-level coding skills, and learn how to leverage AI-assisted tools to write efficient, effective code. The program is designed to guide you from beginner concepts to practical, real-world applications.","AI-assisted Code Development, AI-assisted Testing and Debugging, GitHub Copilot Configuration, GitHub Copilot Code Refactoring, Python string methods, Python modules, Python operators, Python variables, Metadata management, Modular code, Python methods, Errors and exceptions, Inheritance, List comprehension, Python classes, Python functions, Basic Python, Text processing in Python, Functional Python, Boolean expressions, Python syntax, Python data types, Jupyter notebooks, Python best practices, Control flow in Python, Python Certified Entry-Level Programmer, Python exception handling, Built-in Python functions, Python function definition, Python data structures, Python collections, Intermediate Python",Beginner,Subscription,12700,"Brian Hough, Mark Gardner, Daniel Mease",2026-04-08 09:56:13.595000+00:00,Nanodegree,44 hours,0,0,0,Programming
cd0690,Marketing Fundamentals,https://www.udacity.com/course/marketing-fundamentals--cd0690,Udacity,en-us,"This course covers the fundamentals of digital marketing, including the what, why, where, when, and how of marketing your business to the appropriate audience.","Marketing objectives, Marketing channels, Target personas, Customer journey maps, Value proposition, Marketing metrics, Empathy maps, Competitive analysis, Content calendars, Branding strategy, Content marketing strategy, Marketing KPIs, Marketing fundamentals",Beginner,Subscription,12700,"Dawn Raquel Jensen, Anke Audenaert, Daniel Kob",2025-01-06 06:01:15.835000+00:00,single course,10 hours,2,5,84,Business & Management
cd12870,"Embedded Systems, IoT, and AIoT",https://www.udacity.com/course/embedded-systems-IoT-and-AIoT--cd12870,Udacity,en-us,"Uncover how embedded systems evolve into intelligent AIoT networks. Learn to connect hardware, software, and data to design adaptive, AI-driven solutions that power the next era of smart technology.","Embedded Systems and Robotics Fluency, AI fluency",Beginner,Subscription,12700,David Silver,2025-12-03 13:33:14.628000+00:00,single course,3 hours,0,0,0,Embedded Systems
cd0444,React Native,https://www.udacity.com/course/react-native--cd0444,Udacity,en-us,"Explore the possibilities of React Native for building hybrid phone apps; learn how to create push notifications, display customer information, and create interactive view for your user!","React native basics, Mobile app styling, React native os APIs, Css-in-js, React native styling, React native interactive features, Mobile data management, Redux reducers, React native navigation, React data management, Mobile app stores, React styling, React native development environment, Redux actions, React native components, Redux stores, Code debugging, React native asyncstorage, Redux toolkit, Expo, React native stylesheet API, Flexbox",Intermediate,Subscription,12700,Alyssa Hope,2022-08-24 20:50:09.167000+00:00,single course,18 hours,0,0,0,Mobile Development
cd14640,Building AI Agents with LangGraph,https://www.udacity.com/course/building-ai-agents-with-langgraph--cd14640,Udacity,en-us,"This course guides learners through the essentials of implementing intelligent agents using LangGraph. Learners will explore external tools and APIs, and learn how to integrate them effectively within their agents. Key lessons include interacting with databases and implementing LangGraph Database Agents for efficient data retrieval. The course covers advanced topics like Retrieval Augmented Generation, incorporating human-in-the-loop strategies, and ensuring agent observability and reliability. Finally, learners will apply these concepts in a hands-on project, designing an Energy Advisor agent, which synthesizes their knowledge into a practical application.","Implementing Human-in-the-Loop Agents, Implementing Single-agent RAG, Single-Agent Retrieval Augmented Generation, Implementing API Integration for Agents, Implementing AI Agent Evaluation, Implementing Agent Observability, API Integration for Agents, AI Agent Observability, Implementing Database Interaction for AI Agents, Graphql, Evaluating AI Agents, Database Interaction for AI Agents",Intermediate,Subscription,12700,Henrique Santana,2026-03-31 13:11:15.230000+00:00,single course,8 hours,12,5,500,Other
cd0356,Azure Cloud Security,https://www.udacity.com/course/security--cd0356,Udacity,en-us,"In this course, we will explore IAM to help protect organizations against breaches and achieve compliance. We'll see how AD Connect lets you sync and manage cloud and on-premises identities. Always use Least Privilege to control access by leveraging conditional access and MFA. We will see how infrastructure and network design can use the Zero Trust model through tools such as Firewalls, Azure Bastion, and Just in Time.  Learn what steps to take to secure data with secured keys. We will dive deep into Security Center to detect and fix top layer security vulnerabilities. Then we will dive deep into the SOAR and SIEM capabilities of Sentinel to identify deep threat detection and protection tool.","Azure security center, Azure key vault, Azure defender, Privileged identity management, Azure ad connect, Identity and access management fundamentals, Multi-factor authentication, Distributed denial-of-service protection, Azure network watcher, Resource hardening with Azure, Data encryption, Zero trust security model, Database security, Azure sentinel, Azure bastion, Azure web application firewall, Azure conditional access policies, Microsoft Entra ID",Advanced,Subscription,12700,Edward Clausen,2025-09-11 12:56:22.479000+00:00,single course,18 hours,1,5,28,Other
nd002-embsys,Introduction to Robotics,https://www.udacity.com/course/introduction-to-robotics--nd002-embsys,Udacity,en-us,"Gain foundational robotics skills through hands-on projects in control techniques, DC motors, and encoders. Learn to design, analyze, and optimize motor control systems for embedded and autonomous applications.","Motors, Serial Terminal Processing, Encoders, Analog Device Control, Actuators",Beginner,Subscription,12700,José Cano,2025-11-06 19:54:49.699000+00:00,Nanodegree,33 hours,0,0,0,Embedded Systems
cd12932,Introduction to Airflow,https://www.udacity.com/course/introduction-to-airflow--cd12932,Udacity,en-us,Learn about Apache Airflow DAGs and how to use them to automate basic data pipelines.,"Apache Airflow, Data pipeline dags",Intermediate,Subscription,12700,Jo-L Collins,2023-10-12 21:34:16.275000+00:00,single course,3 hours,2,5,89,Other
cd0006,"Progress, Communication, and Organizational Agility",https://www.udacity.com/course/progress-communication-and-organizational-agility--cd0006,Udacity,en-us,"In this course, you will learn how to communicate project progress and status through information radiators, guide, and direct organizational agility through the use of metrics and how to create those metrics, and differentiate between patterns to mimic and anti-patterns to avoid. You will also learn how to identify and mitigate risk and build an internal team communication strategy and an external communication strategy that works effectively for the relevant stakeholder audience.","Agile metrics, Continuous improvement, Sprint retrospectives, Big visible information radiator, Agile governance, Technical debt management, Project risk mitigation, Agile velocity, Agile fluency, Agile communication",Beginner,Subscription,12700,Mark Ginise,2024-09-11 17:26:00.231000+00:00,single course,18 hours,0,0,0,Software Engineering
nd549,Digital Arts Foundations,https://www.udacity.com/course/digital-arts-foundation--nd549,Udacity,en-us,Explore digital art and graphic design with Canva. This comprehensive introductory course covers the tools and theory needed to easily craft eye-catching compositions.,"Canva, Visual design principles, Visual Design Elements",Beginner,Subscription,12700,Joshua Wilder Oakley,2026-01-12 13:21:11.933000+00:00,Nanodegree,33 hours,4,5,88,UI/UX Design
cd12638,Descriptive Statistics,https://www.udacity.com/course/descriptive-statistics--cd12638,Udacity,en-us,"Learn how to describe data in terms of data types, measures of center, measures of spread, shape, and outliers. These essential skills in descriptive statistics provide the foundation for more advanced statistical techniques that are used for data science, data analysis, and machine learning.","Basic descriptive statistics, Outlier analysis",Beginner,Subscription,12700,Josh Bernhard,2026-02-19 13:26:59.388000+00:00,single course,9 hours,2,4.5,40,Data Analytics
nd446,Machine Learning Model Optimization,https://www.udacity.com/course/machine-learning-model-optimization--nd446,Udacity,en-us,"This Nanodegree program equips learners with advanced skills and practical experience in optimizing machine learning models for performance, scalability, and real-world application. Students will explore foundational principles and techniques such as quantization, pruning, and profiling, and apply these to both traditional machine learning models and large language models (LLMs). The program delves into advanced model compression methods, including low-rank compression and knowledge distillation, and covers the design of efficient architectures for hardware acceleration using tools like TensorRT and ONNX. Ultimately, graduates will be able to optimize inference pipelines for LLMs and deploy efficient models to meet specific performance and deployment requirements.","Model deployment, LLM Inference Optimization, Hardware-aware model optimization, Deep learning model optimization, Model evaluation, Model Profiling",Intermediate,Subscription,12700,"Darryl Fernandes, Samantha Guerriero, Rishabh Misra",2026-02-24 14:28:32.081000+00:00,Nanodegree,48 hours,0,0,0,Other
cd12033,Data Preparation and Modeling,https://www.udacity.com/course/data-preparation-and-modeling--cd12033,Udacity,en-us,"Dive into data transformation techniques. Master Power Query, relational table design, and DAX to prepare structured, analysis-ready datasets that support clear insights and professional reporting.","Power BI Calculated Columns and Measures, Dax, Power BI Proficiency, Database schemas, Star schemas, Data transformation, Power query, Relational data models, Data cleaning",Beginner,Subscription,12700,Joseph Lozada,2025-10-07 15:24:38.612000+00:00,single course,16 hours,1,5,34,Data Analytics
cd1821,Building Convolutional Neural Networks for Computer Vision,https://www.udacity.com/course/building-convolutional-neural-networks-for-computer-vision--cd1821,Udacity,en-us,"This course introduces Convolutional Neural Networks, the most widely used type of neural networks specialized in image processing. You will learn the main characteristics of CNNs that make them so useful for image processing, their inner workings, and how to build them from scratch to complete image classification tasks. You will learn what are the most successful CNN architectures, and what are their main characteristics. You will apply these architectures to custom datasets using transfer learning. You will also learn about autoencoders, a very important architecture at the basis of many modern CNNs, and how to use them for anomaly detection as well as image denoising. Finally, you will learn how to use CNNs for object detection and semantic segmentation.","Implementing Data Augmentation Pipelines, Implementing Neural Style Transfer, Computer vision fluency, Data augmentation, Semantic image segmentation, Implementing Object Detection, Convolutional kernels, Convolutional Layer Configuration, Deep learning techniques, Convolutional neural networks, Implementing Convolutional Layers, Implementing Convolutional Autoencoders, Autoencoders, Implementing CNN Pooling Layers, CNN Architecture Evolution, CNN Pooling Concepts, Transfer learning, Implementing Advanced CNN Training, Implementing Image Segmentation, Feature visualization, Implementing Convolutional Neural Networks, Object detection, Implementing CNN Transfer Learning",Intermediate,Subscription,12700,Antje Muntzinger,2026-03-25 15:45:51.678000+00:00,single course,13 hours,0,0,0,Artificial Intelligence
cd13364,Google Cloud Platform Analytics,https://www.udacity.com/course/google-cloud-platform-analytics--cd13364,Udacity,en-us,Harness the power of Google Cloud for big data analytics. This course will teach you how to work with BigQuery and Looker to derive insights from complex datasets.,"Google Cloud Looker, Google Cloud BigQuery",Beginner,Subscription,12700,"Noah Greher, Koosha Totonchi",2025-11-20 14:36:48.462000+00:00,single course,4 hours,1,5,29,Cloud Computing
cd0019,Unsupervised Machine Learning and Recommendation Systems,https://www.udacity.com/course/experimental-design-and-recommendations--cd0019,Udacity,en-us,"This course covers advanced data science topics related to unsupervised machine learning. You will apply techniques including clustering and dimensionality reduction, then learn about the different strategies for generating personalized recommendations. The final lesson of the course covers practical advice for data scientists using unsupervised models in the real world, including how to test them both ""online"" and ""offline"". For the final project, you will build a hybrid recommendation system for data science articles.","Similarity Score, Principal component analysis, Dimensionality reduction, Types of recommenders, Cluster validation, K-means clustering, Recommender system limitations, Basic unsupervised learning, Feature visualization, Recommendation engines, Matrix factorization, Hierarchical clustering models, Latent variables, Actionable insight generation, Evaluating unsupervised learning models, Business metrics",Advanced,Subscription,12700,"David Elliott, Matt Maybeno, Joshua Bernhard",2025-11-03 00:58:32.320000+00:00,single course,18 hours,0,0,0,Machine Learning
cd13409,C Programming,https://www.udacity.com/course/c-programming--cd13409,Udacity,en-us,"Master the fundamentals of C programming by learning to build efficient programs, manage memory, use pointers and structs, and complete a hands-on file compression project.","Basic C, C Pointers, C Data Types, C Dynamic Memory Allocation, Memory Management in C, C Functions, Exception Handling in C, Control Flow in C, C Syntax, File I/O in C, C Arrays",Beginner,Subscription,12700,Shahab Jami,2026-01-27 22:00:32.362000+00:00,single course,8 hours,1,5,28,Programming
cd12366,Product Development,https://www.udacity.com/course/product-development--cd12366,Udacity,en-us,"Dive into the product development process and learn how to turn ideas into real products. This course teaches you to manage the development lifecycle, prioritize tasks, run effective testing, gather feedback, and make game-time decisions.","Project management frameworks, Prioritization, Cross-functional collaboration, Functional testing, Negotiation, Real-world Testing, Persuasion",Beginner,Subscription,12700,Alex King,2025-06-25 13:22:29.980000+00:00,single course,13 hours,2,4,86,Business & Management
cd0026,Unsupervised Learning,https://www.udacity.com/course/unsupervised-learning--cd0026,Udacity,en-us,Learn to apply unsupervised learning methods like K-means and Gaussian mixtures to extract value from raw data. Develop skills in feature extraction and cluster validation to enhance data analysis.,"Gaussian mixture models, Single linkage clustering, Dimensionality reduction, Market segmentation, Cluster models, Principal component analysis, Independent component analysis, Dbscan, K-means clustering",Intermediate,Subscription,12700,"Josh Bernhard, Jay Alammar",2026-05-05 15:05:49.623000+00:00,single course,14 hours,0,0,0,Machine Learning
cd0359,Object Tracking and Localization,https://www.udacity.com/course/object-tracking-and-localization--cd0359,Udacity,en-us,"Master motion tracking and localization in this advanced course. Learn SLAM, Kalman filters, and feature matching to design intelligent systems for drones, robots, and self-driving vehicles.","Slam, Object localization, Feature matching, Object tracking",Advanced,Subscription,12700,"Sebastian Thrun, Andy Brown, Cezanne Camacho",2025-10-14 14:05:32.960000+00:00,single course,15 hours,0,0,0,Other
cd13580,Leveraging Data with AI,https://www.udacity.com/course/leveraging-data-with-AI--cd13580,Udacity,en-us,"Explore how AI supports product workflows through machine learning use cases, recommendation systems, and forecasting models. Translate data requirements, performance metrics, and AI capabilities into structured product requirements.","Linear regression, Model performance metrics, Types of ML applications, Recommendation engine fluency, AI fluency, Machine learning use cases, AI business context, Recommendation engine business context",Intermediate,Subscription,12700,"Jasmine Lawrence Campbell, Anurag Srivastava, Leo Zhu, Brad Nemer",2026-01-27 15:02:31.591000+00:00,single course,6 hours,4,5,101,Machine Learning
cd12760,Web Design,https://www.udacity.com/course/web-design--cd12760,Udacity,en-us,"Design intuitive websites by applying UX/UI principles in Figma, moving from wireframes and mood boards to interactive prototypes while developing a polished, multi-page site with usable, user-centered interactions.","Website layout, Figma",Beginner,Subscription,12700,Joshua Wilder Oakley,2026-01-12 13:24:57.893000+00:00,single course,6 hours,2,5,72,UI/UX Design
cd11535,Zero Trust Security,https://www.udacity.com/course/zero-trust-security--cd11535,Udacity,en-us,"Master the philosophy of “Never Trust, Always Verify,” critically evaluate corporate security practices, and design flexible, scalable defenses that protect modern organizations from evolving threats.","Zero Trust Algorithms, Zero Trust Deployment Strategy, Cybersecurity risk management, Zero trust security model, Zero Trust Maturity Model, Perimeter security, Zero Trust Pillars",Intermediate,Subscription,12700,Richard Phung,2026-03-05 17:11:06.667000+00:00,single course,15 hours,0,0,0,Cyber Security
nd003-digitalarts,2D Game Design and Development with Unity,https://www.udacity.com/course/2D-game-design-and-development--nd003-digitalarts,Udacity,en-us,"Dive headfirst into the thrilling field of game creation. This Nanodegree program begins with technical fundamentals before guiding students through involved concepts and tools needed to design, develop, and publish games.","Game Design, Unity, Game Development, C# Basics",Beginner,Subscription,12700,Samuel Asher Rivello,2025-06-23 18:09:11.359000+00:00,Nanodegree,40 hours,0,0,0,UI/UX Design
cd12201,Intro to Digital Arts Fluency,https://www.udacity.com/course/digital-arts-fluency--cd12201,Udacity,en-us,"Delve into the creative process and practical skills of digital arts. This course will equip you with key design principles, animation and graphic concepts, image editing skills, and more.",High fidelity prototypes,Fluency,Subscription,12700,Not Listed,2025-05-14 22:45:19.207000+00:00,single course,9 hours,1,5,41,UI/UX Design
cd0301,UX Fundamentals & Design Research,https://www.udacity.com/course/ux-fundamentals-and-design-research--cd0301,Udacity,en-us,Learn the fundamentals of User Experience Design.,High fidelity prototypes,Beginner,Subscription,12700,Shuang Liu,2025-11-25 13:18:58.514000+00:00,single course,14 hours,0,0,0,UI/UX Design
cd0376,Data Security,https://www.udacity.com/course/data-security--cd0376,Udacity,en-us,"Start preparing for a data-driven career in cybersecurity. Learn to classify and protect data, apply encryption, audit systems, and design strategies that prevent unauthorized access and data loss.","Backup strategy, Security auditing, Data privacy classification, File integrity monitoring, Hashing, Data privacy regulations, Cybersecurity compliance, Identity and access management fundamentals, Data security policy writing, Data encryption",Beginner,Subscription,12700,"Christine Izuakor, PhD, CISSP",2025-10-07 14:50:31.616000+00:00,single course,14 hours,2,5,80,Cyber Security
nd002-digitalarts,2D Animation and Video Editing,https://www.udacity.com/course/2D-animation-and-video-editing--nd002-digitalarts,Udacity,en-us,Master the essentials of digital animation and video editing. This program unites theory with practical application so you can bring animations to life like never before.,"DaVinci Resolve, Digital Video Editing, Synfig Studio, 2D Animation",Beginner,Subscription,12700,"Kemar McInnis, Joe Conniff",2025-07-15 21:07:23.058000+00:00,Nanodegree,38 hours,14,5,400,UI/UX Design
cd0328,Data Structures,https://www.udacity.com/course/data-structures--cd0328,Udacity,en-us,"Explore core data structures in Python, from arrays and linked lists to trees and hash maps. Strengthen your coding logic, recursion skills, and ability to solve real programming problems.","Recursive algorithms, Python trees, Python arrays, Data structures, Hash maps",Intermediate,Subscription,12700,Brynn Claypoole,2025-10-10 08:06:03.672000+00:00,single course,16 hours,0,0,0,Programming
cd13908,Building Generative AI Applications for Data Insights on Azure,https://www.udacity.com/course/building-generative-ai-applications-for-data-insights-on-azure--cd13908,Udacity,en-us,"You'll learn Azure OpenAI services, focusing on building applications that extract valuable insights from data using generative AI models. You'll set up and configure Azure AI tools, apply prompt engineering techniques, and integrate external data sources with retrieval-augmented generation (RAG) solutions. You'll gain practical experience in building AI-driven applications for data analysis.","Retrieval-Augmented Generation, Azure AI Services",Beginner,Subscription,12700,Vishnu (Lucky) Pamula,2026-05-11 05:20:19.787000+00:00,single course,8 hours,1,5,41,Other
cd12639,Probability,https://www.udacity.com/course/probability--cd12639,Udacity,en-us,"This course is a comprehensive dive into the fundamental concepts and principles of probability. You’ll begin with basic probability theory, then progress to more complex topics such as binomial distributions, conditional probability, and Bayes’ Rule. These skills will enhance your ability to reason about uncertainty and make claims using data.","Conditional probability, Bayes' theorem, Probability distribution, Basic probability",Beginner,Subscription,12700,"Sebastian Thrun, Josh Bernhard",2025-09-11 14:31:32.349000+00:00,single course,13 hours,0,0,0,Other
cd11530,Cloud Data Warehouses with Azure,https://www.udacity.com/course/cloud-data-warehouses-with-azure--cd11530,Udacity,en-us,"Enhance your data engineering skills with this Azure-focused course. Learn how to design and implement cloud data warehouses using Azure Synapse Analytics, ELT techniques, and the best data management practices.","Data warehouse architecture, SQL databases in Azure, Database fundamentals, Infrastructure as code, Olap cubes, Cloud computing fluency, Data extraction, Azure blob storage, Azure portal, Azure Synapse Analytics",Intermediate,Subscription,12700,Matt Swaffer,2026-04-23 12:39:14.076000+00:00,single course,14 hours,1,5,49,Data Analytics
cd0384,Java Application Deployment,https://www.udacity.com/course/java-application-deployment--cd0384,Udacity,en-us,Gain hands-on experience through comprehensive lessons that cover everything from writing code to deploying and managing Java applications. This course teaches practical tips on scaling applications in a cloud environment and how to ensure high availability for Java-based web services.,"Maven, Java modules, JRE, Intellij, Wiremock, Jshell, Jdk, Mockito, Junit, Jlink, Integration testing, Unit testing",Beginner,Subscription,12700,Alex Pritchard,2025-09-15 16:28:00.339000+00:00,single course,21 hours,0,0,0,Cloud Computing
cd11573,Multi-Cloud Computing,https://www.udacity.com/course/multi-cloud-computing--cd11573,Udacity,en-us,"Learn how to design and deploy flexible cloud architectures across multiple providers. This course covers key strategies for boosting performance, cutting costs, and scaling digital systems in today’s cloud-driven world.","Cloud migration strategy, Cloud cost evaluation, Cloud architecture proficiency, Cloud solution evaluation, Terraform, Cloud deployment models, Cloud operational efficiency, Distributed Cloud Computing, Cloud governance strategy, Cloud product strategy",Intermediate,Subscription,12700,Travis Scotto,2025-10-06 10:27:11.702000+00:00,single course,15 hours,1,5,28,Cloud Computing
cd0171,Software Engineering for Data Scientists,https://www.udacity.com/course/software-engineering-for-data-scientists--cd0171,Udacity,en-us,"Prepare for advanced data science work with software engineering best practices. Explore OOP, testing, areproducibility, and build a FastHTML dashboard that makes machine learning insights interactive and actionable.","Magic methods, Unit testing, Python virtual environments, Model deployment, Inheritance, Github actions, Object-oriented design patterns, Python package management, Web forms, Object-oriented Python, Python packaging, Python decorator functions, Linting, Python classes",Advanced,Subscription,12700,Jo-L Collins,2026-01-08 21:20:33.852000+00:00,single course,13 hours,1,5,26,Software Engineering
nd003-embsys,Robotics and Embedded Systems,https://www.udacity.com/course/robotics-and-embedded-systems--nd003-embsys,Udacity,en-us,"This program provides a comprehensive education in key areas of embedded technology. The program includes three focused courses covering the fundamentals and advanced control techniques for stepper motors, the integration and use of various sensors including ultrasonic sensors and essential communication protocols, and I2C communication, debugging, and the integration of accelerometer sensors. Through hands-on experience and practical examples, students will gain the skills necessary to design, implement, and troubleshoot complex embedded systems.","I2C, Sensors, Embedded System Communication Protocol Basics, Sensor calibration, Device Drivers, Motors",Beginner,Subscription,12700,José Cano,2025-06-18 19:49:18.756000+00:00,Nanodegree,27 hours,0,0,0,Embedded Systems
cd1726,Penetration Testing and Red Teaming,https://www.udacity.com/course/penetration-testing-and-red-teaming-operations--cd1726,Udacity,en-us,"Advance your cybersecurity career by practicing modern red team techniques. Explore scanning, exploitation, and covert operations to assess system weaknesses and deliver actionable security reports with professional precision.","Report writing, Cybersecurity reconnaissance, Open-source intelligence, Digital footprint removal, Password attacks, Osint tools, Exploit code execution, Open source vulnerability database, Digital footprint analysis, SQL injection, Cybersecurity pivoting, Web hacking, Cherrytree, Backdoors, Passive cybersecurity reconnaissance, On-premise cyber attacks, Service enumeration, Advanced persistent threat, Steganography, Owasp zap, Active cybersecurity reconnaissance, Data exfiltration, Nmap, Dig, Router hacking, Privilege escalation, Traceroute, Dirb, Netdiscover, Metasploit, Port scanning, Nslookup, John the ripper, Phishing, Wpscan, Cyber attack persistence, Keystroke logging, Port forwarding, Web application vulnerability scanning, Vulnerability exploitation, Cvss, Hash cat, Vulnerability scanning, Exploitdb, Veil-evasion, Burp suite, Google hacking, Red teaming",Advanced,Subscription,12700,Paul Oyelakin,2026-03-23 09:13:51.627000+00:00,single course,16 hours,2,5,45,Cyber Security
cd0428,JavaScript and the DOM,https://www.udacity.com/course/java-script-and-the-dom--cd0428,Udacity,en-us,"Dive into the essentials of JavaScript and its powerful relationship with the Document Object Model (DOM). This course covers fundamental JavaScript syntax, enabling you to manipulate web content dynamically. You'll explore how to create content and respond to browser events, enhancing user interactions on your site. Performance optimization techniques will help you write efficient code. In the final project, you’ll apply all of your learned concepts to develop a fully functional web project, showcasing your ability to merge JavaScript with HTML and CSS for a seamless user interface.","Dom events, DOM manipulation, The document object model, Control flow in JavaScript, The JavaScript call stack, JavaScript syntax, JavaScript variables, CSS, Website performance optimization",Intermediate,Subscription,12700,Mark Gardner,2025-08-27 00:51:23.343000+00:00,single course,10 hours,4,5,128,Web Development
cd0046,SQL and Data Modeling for the Web with Python,https://www.udacity.com/course/sql-and-data-modeling-for-the-web--cd0046,Udacity,en-us,"You'll learn the skills needed to traverse the stack and develop an entire database-backed web application. By the end of the course, you'll have the fundamentals you need to start building web applications, including how to do Create, Read, Update, and Delete (CRUD) operations on a database, how to apply these operations across both databases and web applications, how to set up relationships between elements of an application, and ultimately how to think about important principles and patterns in building data models for a web application","SQLAlchemy, Object-relational mapping, Relational database transactions, Parsing form data, PostgreSQL, Relational database migration, Psycopg2, Model-view-controller, Tcp/ip, Client-server model, Crud model, Alembic, Application routing, Flask",Intermediate,Subscription,12700,Amy Hua,2025-04-01 13:56:36.661000+00:00,single course,22 hours,0,0,0,Database
cd13296,Contrastive Language-Image Pretraining (CLIP) Fluency,https://www.udacity.com/course/contrastive-language-image-pretraining--cd13296,Udacity,en-us,"In this lesson, you will learn about CLIP, which is short for Contrastive Language-Image Pretraining, a machine learning model that connects text and images.",Not Specified,Fluency,Subscription,12700,Chuyi Shang,2023-11-14 17:52:54.248000+00:00,single course,45 minutes,0,0,0,Other
cd0234,Advanced Data Storytelling,https://www.udacity.com/course/advanced-data-storytelling--cd0234,Udacity,en-us,"Build engaging, animated data stories. Practice using Tableau Storypoint, Tableau Pages, and Flourish to design interactive visuals, apply narration, and showcase insights in compelling, professional ways.","Animated data visualizations, Flourish, Tableau pages, Tableau storypoint, Tableau interactive dashboards, Data storytelling",Beginner,Subscription,12700,Ben Jones,2025-10-07 15:27:38.102000+00:00,single course,19 hours,0,0,0,Data Analytics
nd810,Backend Developer with Go,https://www.udacity.com/course/backend-with-postgres-and-go--nd810,Udacity,en-us,"Learn backend development with Go by building secure, production-ready APIs using PostgreSQL, SQL data modeling, authentication, and access control through hands-on projects in this beginner-friendly Nanodegree program.","Access management, Principle of least privilege, Attribute-based access control, Access control models, Access specifiers, Role-Based Access Control, Jwts, API configuration, Functional programming concepts, Go Structs, API management, API deployment, Relational database proficiency, Relational database migration, Relational data models, PostgreSQL, Crud model, SQL CRUD commands, API design, Authorization, Database fundamentals, API development, Authentication",Beginner,Subscription,12700,"Sonny Burniston, Andrew Wong",2026-01-27 14:49:11.154000+00:00,Nanodegree,26 hours,0,0,0,Database
cd13408,Communication in Embedded Systems,https://www.udacity.com/course/communications-in-embedded-systems--cd13408,Udacity,en-us,"Master communication in embedded systems by exploring key protocols like I2C, SPI, UART, CAN, and LIN. Learn trade-offs, schematics, and practical applications through hands-on exercises and a vehicle communication project.","SPI, LIN Bus, I2C, CAN Bus, UART",Beginner,Subscription,12700,"Karim Mansour, Doug Nappier, Omar Abdelgelil",2026-04-16 12:23:11.340000+00:00,single course,14 hours,0,0,0,Embedded Systems
